Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
TMEM209,ENSG00000146842.16,14.91,6.8,1.028,3.5700000000000004e-79
NCAPG2,ENSG00000146918.19,11.45,4.33,1.224,2.0100000000000002e-99
SHROOM2,ENSG00000146950.12,4.49,1.34,1.23,2.5799999999999998e-101
RAB19,ENSG00000146955.10,1.49,0.2,1.053,8.820000000000001e-80
GINS4,ENSG00000147536.11,3.83,1.05,1.236,2.4800000000000002e-85
MTDH,ENSG00000147649.9,58.06,26.57,1.099,3.31e-37
MAL2,ENSG00000147676.13,124.189,17.34,2.771,6.4e-193
SLC39A4,ENSG00000147804.9,46.051,16.06,1.464,7.21e-77
MKI67,ENSG00000148773.12,11.25,0.44,3.089,8.709999999999999e-233
RGS10,ENSG00000148908.14,75.18,30.96,1.253,7.57e-138
KLHL35,ENSG00000149243.15,4.34,1.4,1.154,9.030000000000001e-66
P4HA3,ENSG00000149380.11,5.02,0.93,1.641,8.51e-109
ST14,ENSG00000149418.10,52.72,18.98,1.427,6.88e-131
PPP4C,ENSG00000149923.13,124.094,54.251,1.179,8.6e-198
FCGR1A,ENSG00000150337.13,18.72,3.14,2.252,4.09e-175
LYPD6B,ENSG00000150556.16,14.56,5.86,1.182,5.31e-28
FSIP1,ENSG00000150667.6,4.39,0.47,1.874,4.82e-50
TWF1,ENSG00000151239.13,62.5,29.07,1.078,2.0600000000000002e-57
TDO2,ENSG00000151790.8,2.11,0.13,1.461,2.98e-101
GFRA1,ENSG00000151892.14,36.549,14.62,1.265,0.000888
GEMIN6,ENSG00000152147.10,15.39,6.33,1.161,7.62e-207
SPC25,ENSG00000152253.8,7.13,0.62,2.327,3.26e-239
UHMK1,ENSG00000152332.15,32.45,14.08,1.149,7.970000000000001e-70
GGPS1,ENSG00000152904.11,56.48,23.369,1.238,2.54e-140
MARVELD2,ENSG00000152939.14,11.48,2.23,1.95,1.7e-126
FAM49B,ENSG00000153310.18,59.721,27.191,1.107,1.26e-102
LINC00467,ENSG00000153363.12,10.17,4.54,1.012,2.07e-98
MSI2,ENSG00000153944.10,37.34,15.23,1.24,4.42e-83
THY1,ENSG00000154096.13,118.348,45.129,1.371,3.1e-64
GBP5,ENSG00000154451.14,5.6,1.69,1.295,1.0999999999999999e-48
SKA1,ENSG00000154839.9,2.86,0.17,1.722,2.82e-161
VOPP1,ENSG00000154978.12,56.641,24.04,1.203,2.6700000000000002e-117
PPM1J,ENSG00000155367.15,7.02,2.32,1.272,1.57e-62
PDIA4,ENSG00000155660.10,107.142,40.38,1.386,7.11e-173
NDUFAF6,ENSG00000156170.12,30.819,13.24,1.16,2.09e-121
SFXN2,ENSG00000156398.12,14.97,5.39,1.321,1.06e-68
RAB11FIP1,ENSG00000156675.15,23.64,7.51,1.534,1.02e-43
MAPK13,ENSG00000156711.16,42.47,17.27,1.251,1.7800000000000002e-132
SUSD3,ENSG00000157303.10,46.141,8.24,2.351,7.159999999999999e-52
FAM213B,ENSG00000157870.14,27.88,13.27,1.017,3.23e-91
MRPL17,ENSG00000158042.8,73.322,29.339,1.293,1.64e-238
HIST1H2BD,ENSG00000158373.8,59.97,9.77,2.501,4.1300000000000005e-117
HIST1H4H,ENSG00000158406.3,10.41,1.37,2.267,1.6300000000000002e-88
TSPAN33,ENSG00000158457.5,12.45,5.68,1.01,4.97e-65
SLAMF8,ENSG00000158714.10,7.52,2.52,1.275,6.390000000000001e-66
F11R,ENSG00000158769.17,87.407,31.631,1.438,4.8299999999999996e-120
MIS18A,ENSG00000159055.3,13.01,5.16,1.185,1.9300000000000002e-160
LAD1,ENSG00000159166.13,27.57,7.48,1.752,9.55e-60
TFF3,ENSG00000160180.15,297.737,43.949,2.733,4.63e-25
TFF1,ENSG00000160182.2,133.796,1.27,5.892,1.98e-53
RSPH1,ENSG00000160188.9,7.11,1.18,1.895,1.97e-88
SLC37A1,ENSG00000160190.13,15.63,6.79,1.094,6.17e-121
ITGB2,ENSG00000160255.16,37.17,17.65,1.033,1.43e-42
ZDHHC12,ENSG00000160446.18,44.001,19.48,1.136,2.23e-157
TLCD1,ENSG00000160606.10,18.911,3.43,2.168,2.9799999999999994e-197
RUSC1,ENSG00000160753.15,44.301,20.9,1.049,7.2100000000000005e-118
NACC1,ENSG00000160877.5,34.08,10.91,1.558,4.7599999999999996e-225
TONSL,ENSG00000160949.16,4.88,1.56,1.2,6.46e-108
RECQL4,ENSG00000160957.12,14.26,3.01,1.928,3.15e-148
LSM12,ENSG00000161654.9,39.099,18.92,1.009,1.75e-137
RACGAP1,ENSG00000161800.12,21.769,4.03,2.179,3.1699999999999997e-180
SPC24,ENSG00000161888.11,6.27,0.69,2.105,1.3600000000000002e-200
POLR3K,ENSG00000161980.5,25.53,7.62,1.622,7.97e-220
SNRNP25,ENSG00000161981.10,49.47,18.8,1.35,1.49e-179
PAQR4,ENSG00000162073.13,26.62,4.54,2.318,1.4999999999999997e-216
ZG16B,ENSG00000162078.11,123.348,20.5,2.532,1.41e-78
LAPTM5,ENSG00000162511.7,111.94,55.081,1.01,8.46e-50
RBBP4,ENSG00000162521.18,145.562,65.439,1.141,2.2999999999999998e-69
ZNF281,ENSG00000162702.7,12.8,3.93,1.485,4.48e-93
KLHDC9,ENSG00000162755.13,16.45,6.26,1.265,2.5e-47
FLVCR1,ENSG00000162769.12,8.04,3.11,1.137,2.34e-111
SPATA17,ENSG00000162814.10,4.97,0.88,1.667,1.7500000000000002e-129
KIF26B,ENSG00000162849.15,3.25,0.28,1.731,7.599999999999999e-134
TFB2M,ENSG00000162851.7,19.271,8.53,1.089,3.5600000000000004e-124
H3F3A,ENSG00000163041.9,1042.404,364.682,1.513,5.1e-231
S100A11,ENSG00000163191.5,1302.889,547.531,1.249,9.55e-99
PMVK,ENSG00000163344.5,69.859,32.39,1.086,1.66e-100
PYGO2,ENSG00000163348.3,41.53,18.0,1.162,1.19e-183
TMEM79,ENSG00000163472.18,14.55,5.93,1.166,2.6400000000000002e-110
SSR2,ENSG00000163479.13,446.494,219.731,1.02,2.4600000000000002e-163
KIAA1524,ENSG00000163507.13,4.05,1.23,1.179,9.239999999999999e-94
HDAC11,ENSG00000163517.14,25.569,11.15,1.129,1.31e-64
SGOL2,ENSG00000163535.17,4.02,1.08,1.271,3.4900000000000005e-132
NUAK2,ENSG00000163545.8,3.84,0.85,1.388,4.22e-147
GMPS,ENSG00000163655.15,48.67,21.7,1.13,3.61e-106
SMIM14,ENSG00000163683.11,65.821,22.371,1.516,6.77e-56
RBM47,ENSG00000163694.14,39.21,13.44,1.477,4.04e-88
PRRT3,ENSG00000163704.11,5.78,1.47,1.457,4.16e-74
KIF15,ENSG00000163808.16,4.01,0.47,1.769,1.0800000000000001e-161
LIPH,ENSG00000163898.9,5.01,1.95,1.027,5.08e-36
RPN1,ENSG00000163902.11,202.924,92.989,1.117,2.04e-199
RPL39L,ENSG00000163923.9,28.271,10.78,1.313,7.29e-69
PIGX,ENSG00000163964.13,24.22,9.97,1.201,9.050000000000001e-129
S100P,ENSG00000163993.6,48.839,1.88,4.113,1.1100000000000001e-103
H2AFZ,ENSG00000164032.11,275.001,105.741,1.371,1.92e-192
MST1R,ENSG00000164078.12,12.1,4.43,1.271,1.61e-58
POC1A,ENSG00000164087.7,7.86,1.56,1.791,2.02e-247
MAD2L1,ENSG00000164109.13,15.97,2.52,2.269,4.3400000000000006e-195
F2RL2,ENSG00000164220.6,8.24,1.75,1.748,1.03e-56
PRRC1,ENSG00000164244.20,38.17,18.15,1.032,5.0299999999999994e-95
ESM1,ENSG00000164283.12,5.11,0.39,2.136,2.7299999999999998e-176
SFXN1,ENSG00000164466.12,18.731,7.71,1.18,3.5899999999999996e-82
KIAA0895,ENSG00000164542.12,5.15,2.06,1.007,5.6000000000000005e-70
PTTG1,ENSG00000164611.12,40.229,3.32,3.255,2.5099999999999996e-277
FNDC1,ENSG00000164694.16,10.73,1.32,2.338,4.72e-91
RAD21,ENSG00000164754.12,126.772,62.73,1.004,8.64e-60
YWHAZ,ENSG00000164924.17,495.107,206.7,1.256,1.02e-100
RASEF,ENSG00000165105.9,14.19,5.17,1.3,3.7e-50
FBP1,ENSG00000165140.9,74.578,22.011,1.716,1.57e-39
STRBP,ENSG00000165209.18,29.009,8.96,1.591,9.26e-193
ZNF367,ENSG00000165244.6,3.25,0.86,1.192,8.76e-118
MELK,ENSG00000165304.7,8.43,0.37,2.783,3.16e-211
GJB2,ENSG00000165474.5,16.05,0.63,3.387,7.75e-168
SKA3,ENSG00000165480.15,3.85,0.25,1.956,1.94e-188
TMEM63C,ENSG00000165548.10,7.68,1.59,1.745,2.9300000000000003e-66
HPRT1,ENSG00000165704.14,38.62,16.2,1.204,2.92e-141
RET,ENSG00000165731.17,8.1,0.91,2.252,1.92e-61
VWA2,ENSG00000165816.12,4.17,1.5,1.048,2.4300000000000003e-21
SPINT1,ENSG00000166145.14,122.207,57.699,1.07,1.52e-123
SGPL1,ENSG00000166224.16,27.161,12.1,1.104,4.27e-92
PLD4,ENSG00000166428.12,4.2,1.51,1.051,3.83e-40
LEO1,ENSG00000166477.12,25.321,10.94,1.14,8.77e-94
TMED3,ENSG00000166557.12,167.892,53.85,1.623,1.25e-214
SEC11C,ENSG00000166562.8,95.338,46.821,1.01,2.92e-92
KIAA0101,ENSG00000166803.10,35.419,1.38,3.936,0.0
GLYATL1,ENSG00000166840.13,3.08,0.87,1.126,8.36e-28
PLK1,ENSG00000166851.14,14.59,1.5,2.641,2.2100000000000003e-200
GREM1,ENSG00000166923.10,9.68,3.23,1.336,8.03e-25
PDIA3,ENSG00000167004.12,484.011,184.912,1.383,3.98e-197
SNRPD1,ENSG00000167088.10,90.352,38.861,1.196,7.809999999999999e-165
FAM102A,ENSG00000167106.11,67.648,27.31,1.278,4.2599999999999997e-113
PRR15L,ENSG00000167183.2,39.799,10.67,1.806,5.32e-99
FBXO22,ENSG00000167196.13,23.74,10.65,1.087,8.830000000000001e-144
MYO5B,ENSG00000167306.18,27.31,7.94,1.663,3.7099999999999996e-136
RRM1,ENSG00000167325.14,44.029,18.939,1.175,1.15e-103
RAB8A,ENSG00000167461.11,51.66,21.63,1.218,1.19e-125
TUBA1C,ENSG00000167553.14,257.244,73.231,1.799,8.819999999999999e-188
TMC4,ENSG00000167608.11,66.201,27.42,1.242,5.17e-75
SPINT2,ENSG00000167642.12,617.287,162.657,1.918,9.119999999999999e-180
KLK4,ENSG00000167749.11,2.77,0.64,1.201,3.8199999999999995e-30
HID1,ENSG00000167861.15,63.822,30.471,1.042,1.02e-28
EVPL,ENSG00000167880.7,10.34,3.04,1.489,5.81e-147
TK1,ENSG00000167900.11,44.721,3.82,3.246,9.949999999999999e-287
RAB26,ENSG00000167964.12,6.85,1.31,1.765,1.3799999999999999e-92
SAC3D1,ENSG00000168061.13,14.76,5.82,1.208,6.45e-148
PBK,ENSG00000168078.9,8.04,0.25,2.854,1.77e-226
RNF187,ENSG00000168159.10,90.999,38.499,1.22,1.6099999999999998e-207
RHOH,ENSG00000168421.12,12.86,5.33,1.131,2.61e-44
STIP1,ENSG00000168439.16,116.339,57.011,1.016,1.12e-112
RAB31,ENSG00000168461.12,46.349,20.639,1.13,3.44e-44
FEN1,ENSG00000168496.3,22.43,5.59,1.83,5.32e-218
SERINC2,ENSG00000168528.11,114.737,39.27,1.523,1.74e-114
FAM84B,ENSG00000168672.3,51.118,21.41,1.218,9.63e-91
LDLRAD4,ENSG00000168675.18,32.801,12.17,1.36,1.24e-44
NPNT,ENSG00000168743.12,58.419,14.32,1.955,1.8e-49
LMAN2,ENSG00000169223.14,170.177,80.901,1.064,4.659999999999999e-134
SLC50A1,ENSG00000169241.17,110.269,30.359,1.827,2.5699999999999996e-233
GPRIN1,ENSG00000169258.6,2.33,0.31,1.346,7.549999999999999e-147
HNRNPF,ENSG00000169813.16,198.996,97.497,1.022,4.98e-97
REPS2,ENSG00000169891.17,8.88,3.18,1.241,6.9499999999999995e-62
SYAP1,ENSG00000169895.5,27.27,10.16,1.341,1.21e-131
TMED10,ENSG00000170348.8,236.746,110.713,1.09,1.0800000000000001e-85
LRRN2,ENSG00000170382.11,9.31,3.2,1.296,1.5599999999999998e-54
KRT8,ENSG00000170421.11,859.467,206.185,2.054,7.94e-159
MZB1,ENSG00000170476.15,16.87,7.67,1.043,9.1e-25
HSPA4,ENSG00000170606.13,100.12,40.709,1.278,6.2999999999999994e-170
ZNF296,ENSG00000170684.8,3.89,1.42,1.015,2.73e-75
KCNS3,ENSG00000170745.11,15.49,7.17,1.013,4.66e-55
SDR16C5,ENSG00000170786.12,5.73,1.03,1.729,8.659999999999999e-34
LRRC8E,ENSG00000171017.10,9.3,2.24,1.669,5.2e-154
NETO2,ENSG00000171208.9,6.36,2.37,1.127,5.539999999999999e-41
LRG1,ENSG00000171236.9,12.08,2.8,1.783,1.78e-27
SHCBP1,ENSG00000171241.8,4.14,0.65,1.639,2.53e-143
ESCO2,ENSG00000171320.14,2.87,0.23,1.654,2.0400000000000003e-129
KRT19,ENSG00000171345.13,1447.15,427.831,1.756,2.91e-104
NAT1,ENSG00000171428.13,49.549,3.34,3.542,1.21e-66
RHNO1,ENSG00000171792.10,28.249,10.23,1.381,1.45e-174
RRM2,ENSG00000171848.13,22.98,0.77,3.76,2.67e-251
ZNF217,ENSG00000171940.13,30.08,14.39,1.014,5.39e-43
LRRC15,ENSG00000172061.8,20.659,0.61,3.75,3.4000000000000006e-173
MRPL13,ENSG00000172172.7,59.071,24.19,1.254,8.41e-146
PPP1CA,ENSG00000172531.14,161.847,72.228,1.153,1.6500000000000001e-192
RND1,ENSG00000172602.9,12.71,2.53,1.957,1.7899999999999998e-54
OVOL1,ENSG00000172818.9,5.43,0.95,1.721,3.1000000000000003e-121
RHOD,ENSG00000173156.6,32.57,14.63,1.103,1.14e-82
VANGL1,ENSG00000173218.14,8.58,2.33,1.524,2.24e-112
SYT12,ENSG00000173227.13,8.79,3.59,1.093,2.01e-26
OLR1,ENSG00000173391.8,8.93,1.12,2.228,6.46e-134
PPP1R14B,ENSG00000173457.10,124.551,56.23,1.133,8.94e-97
GPR160,ENSG00000173890.16,36.161,8.92,1.905,1.34e-64
SPTBN2,ENSG00000173898.11,18.16,8.03,1.085,4.02e-50
FBXO45,ENSG00000174013.7,10.05,3.5,1.296,2.5200000000000002e-129
FAM3C2,ENSG00000174028.6,20.579,8.01,1.26,1.07e-32
EXO1,ENSG00000174371.16,5.69,0.3,2.364,1.06e-195
ZWILCH,ENSG00000174442.11,9.55,4.02,1.071,9.21e-112
GOLT1A,ENSG00000174567.7,9.33,2.58,1.529,1.2700000000000002e-97
SEZ6L2,ENSG00000174938.14,23.63,5.31,1.965,1.07e-57
UBE2C,ENSG00000175063.16,54.579,1.41,4.527,8.93e-301
PDIK1L,ENSG00000175087.9,7.68,3.0,1.118,1.07e-88
MARCKSL1,ENSG00000175130.6,274.906,68.27,1.994,2.1500000000000003e-223
SCUBE2,ENSG00000175356.12,75.431,34.649,1.1,0.000579
UCP2,ENSG00000175567.8,132.853,61.04,1.109,9.24e-50
SUGCT,ENSG00000175600.15,7.39,2.99,1.072,1.2800000000000001e-58
RMI2,ENSG00000175643.8,14.19,1.44,2.638,4.2900000000000003e-247
KDF1,ENSG00000175707.8,16.21,7.16,1.077,8.83e-135
RUVBL1,ENSG00000175792.11,47.811,22.19,1.074,2.08e-150
SFN,ENSG00000175793.11,43.191,17.54,1.253,2.02e-64
GAPT,ENSG00000175857.8,2.89,0.7,1.194,1.2800000000000001e-70
PLEKHF2,ENSG00000175895.3,36.339,11.82,1.542,2.68e-85
TPRN,ENSG00000176058.11,21.17,6.22,1.619,6.51e-113
PRR15,ENSG00000176532.3,28.719,3.17,2.833,1.78e-77
LMNB2,ENSG00000176619.10,18.65,8.64,1.027,1.25e-108
TYMS,ENSG00000176890.15,32.199,6.11,2.223,1.58e-179
FUT2,ENSG00000176920.11,4.89,1.49,1.242,4.07e-55
SAMD12,ENSG00000177570.13,4.3,1.61,1.022,4.98e-61
GBA,ENSG00000177628.15,69.252,29.9,1.185,2.26e-154
SOX12,ENSG00000177732.7,13.54,3.68,1.635,1.4e-166
ZBTB41,ENSG00000177888.7,8.92,3.39,1.176,1.45e-71
UBE2N,ENSG00000177889.9,101.673,47.31,1.088,3.07e-110
MLF1,ENSG00000178053.17,22.45,9.06,1.221,1.05e-70
STAP2,ENSG00000178078.11,45.091,20.7,1.087,5.2899999999999997e-104
RIIAD1,ENSG00000178796.12,1.34,0.15,1.025,1.82e-53
EXOSC4,ENSG00000178896.6,37.689,16.24,1.166,1.35e-112
ZNF552,ENSG00000178935.5,36.849,11.24,1.629,5.28e-57
RMI1,ENSG00000178966.15,8.63,2.46,1.477,8.42e-124
RCC2,ENSG00000179051.13,69.772,28.031,1.286,1.19e-189
SPTY2D1,ENSG00000179119.14,12.57,5.53,1.055,2.91e-52
TMEM125,ENSG00000179178.10,19.08,7.57,1.228,7.65e-120
MAGED1,ENSG00000179222.17,140.088,49.669,1.477,1.1e-143
ZBTB42,ENSG00000179627.9,11.47,3.76,1.389,4.82e-85
PDXDC1,ENSG00000179889.18,101.962,50.091,1.011,5.14e-75
SEPHS2,ENSG00000179918.16,67.808,25.291,1.388,2.52e-148
ZNF48,ENSG00000180035.10,8.91,3.62,1.101,1.35e-151
FAHD1,ENSG00000180185.11,23.74,10.37,1.122,2.44e-141
RCC1,ENSG00000180198.15,30.34,13.59,1.103,1.69e-115
ZNRF2,ENSG00000180233.10,13.11,5.6,1.096,6.2e-83
FZD2,ENSG00000180340.6,4.18,1.48,1.063,2.61e-87
HIST1H2AC,ENSG00000180573.9,68.96,17.71,1.903,2.6399999999999997e-89
SRP9P1,ENSG00000180581.7,58.241,12.18,2.168,4.8499999999999995e-45
HIST1H2BC,ENSG00000180596.7,10.9,2.11,1.936,2.6500000000000002e-70
SHISA2,ENSG00000180730.4,4.31,1.57,1.047,1.54e-18
HOXC10,ENSG00000180818.4,28.24,2.9,2.906,5.05e-66
FAM83H,ENSG00000180921.6,29.29,6.47,2.02,2.8900000000000004e-223
MRPL14,ENSG00000180992.6,65.848,25.479,1.336,8.46e-207
NQO1,ENSG00000181019.12,146.199,71.401,1.024,6.2e-23
F2R,ENSG00000181104.6,23.569,10.84,1.053,2.15e-44
HIST3H2A,ENSG00000181218.5,22.32,6.8,1.58,9.76e-41
SYNE4,ENSG00000181392.14,21.11,7.81,1.327,8.06e-117
ZNF467,ENSG00000181444.12,17.36,7.57,1.099,1.4699999999999998e-48
MRPS23,ENSG00000181610.12,49.852,23.271,1.067,3.04e-125
YIPF6,ENSG00000181704.11,27.149,12.0,1.115,7.57e-61
SIAH2,ENSG00000181788.3,42.961,13.45,1.605,9.88e-106
SNRPE,ENSG00000182004.12,229.443,100.488,1.183,1.62e-180
RTKN2,ENSG00000182010.10,1.87,0.32,1.121,6.22e-127
IDH2,ENSG00000182054.9,154.278,46.941,1.696,2.12e-161
TMEM30B,ENSG00000182107.6,17.421,7.3,1.15,1.92e-59
TDRKH,ENSG00000182134.15,12.74,4.41,1.345,1.28e-117
KPNA2,ENSG00000182481.8,82.733,15.6,2.335,3.83e-222
SKA2,ENSG00000182628.12,32.15,14.77,1.072,4.0700000000000004e-103
NTM,ENSG00000182667.14,7.83,2.79,1.22,1.79e-42
PYCR1,ENSG00000183010.16,82.321,9.91,2.933,8.37e-303
SLC25A10,ENSG00000183048.11,39.549,17.44,1.137,3.16e-96
RIPPLY3,ENSG00000183145.8,1.17,0.08,1.007,3.39e-81
RABIF,ENSG00000183155.4,13.04,3.56,1.622,5.299999999999999e-258
FANCF,ENSG00000183161.4,8.36,2.87,1.274,1.39e-165
RUVBL2,ENSG00000183207.12,82.19,40.531,1.002,4.74e-142
PRR36,ENSG00000183248.11,10.36,2.45,1.719,4.75e-103
FAM46C,ENSG00000183508.4,8.66,2.75,1.365,3.6399999999999995e-46
TRMT12,ENSG00000183665.5,13.89,6.42,1.005,9.759999999999999e-98
ZNF703,ENSG00000183779.6,51.47,24.34,1.05,2.39e-19
LIN9,ENSG00000183814.15,4.57,1.75,1.018,9.630000000000001e-97
GPR39,ENSG00000183840.6,3.35,1.06,1.078,2.91e-39
IQGAP3,ENSG00000183856.10,6.63,0.31,2.542,1.64e-211
NIPSNAP1,ENSG00000184117.11,50.801,20.04,1.3,3.7700000000000004e-166
PKP3,ENSG00000184363.9,37.01,16.959,1.082,1.27e-126
SLITRK6,ENSG00000184564.8,3.19,0.89,1.149,8.52e-23
NELL2,ENSG00000184613.10,4.91,1.49,1.247,7.48e-39
ZNF93,ENSG00000184635.13,6.94,2.49,1.186,2.2199999999999998e-101
HIST2H2BE,ENSG00000184678.9,32.869,11.32,1.459,8.36e-46
FAM110C,ENSG00000184731.5,6.44,2.55,1.067,8.399999999999999e-38
TMED9,ENSG00000184840.11,200.116,97.558,1.029,4.1800000000000006e-167
MANEAL,ENSG00000185090.14,12.73,2.59,1.935,3.77e-131
NUPR1L,ENSG00000185290.3,6.84,2.5,1.163,3.68e-35
SMYD3,ENSG00000185420.18,30.95,10.9,1.425,2.23e-130
FAM174B,ENSG00000185442.12,37.54,14.79,1.287,2.5300000000000002e-64
PARPBP,ENSG00000185480.11,4.21,1.35,1.149,1.33e-113
MUC1,ENSG00000185499.16,419.666,76.372,2.443,3.15e-81
P4HB,ENSG00000185624.14,705.205,342.508,1.04,1.23e-142
SLC52A2,ENSG00000185803.8,52.841,21.651,1.249,9.490000000000001e-132
KIF18B,ENSG00000186185.13,2.86,0.16,1.734,9.95e-151
SAPCD2,ENSG00000186193.8,6.98,1.1,1.926,6.17e-162
TOR3A,ENSG00000186283.13,37.309,17.48,1.052,6.299999999999999e-175
KIF24,ENSG00000186638.15,1.93,0.45,1.015,8.31e-139
LILRB4,ENSG00000186818.12,13.86,4.51,1.431,5.3700000000000006e-79
MAPT,ENSG00000186868.15,25.41,10.74,1.17,8.49e-08
ERCC6L,ENSG00000186871.6,1.79,0.16,1.266,1.38e-150
TNFRSF18,ENSG00000186891.13,7.23,1.82,1.545,3.75e-75
SERPINA11,ENSG00000186910.3,4.44,1.31,1.236,8.49e-21
ZACN,ENSG00000186919.12,10.18,0.3,3.104,5.64e-69
ESPN,ENSG00000187017.14,16.72,6.18,1.303,5.53e-39
SHTN1,ENSG00000187164.17,30.21,11.17,1.359,2.3100000000000002e-110
FPR3,ENSG00000187474.4,11.49,2.92,1.672,2.09e-70
KCNJ11,ENSG00000187486.5,7.4,2.52,1.255,1.4e-36
ISG15,ENSG00000187608.8,110.629,21.029,2.341,2.17e-99
THSD4,ENSG00000187720.14,23.95,10.11,1.167,3.13e-20
GABRD,ENSG00000187730.7,2.05,0.34,1.187,5.29e-121
FANCA,ENSG00000187741.14,7.91,2.79,1.233,7.949999999999999e-93
HIST1H1C,ENSG00000187837.3,92.629,32.69,1.475,5.749999999999999e-42
WNT7B,ENSG00000188064.9,5.52,0.99,1.712,1.04e-83
TUBB4B,ENSG00000188229.5,236.09,100.169,1.229,1.37e-148
SBK1,ENSG00000188322.4,8.86,1.09,2.238,5.02e-201
PRR19,ENSG00000188368.9,2.68,0.59,1.211,7.47e-200
ZP3,ENSG00000188372.14,11.73,4.28,1.27,3.43e-67
SELL,ENSG00000188404.8,5.72,2.13,1.102,1.87e-40
H2AFX,ENSG00000188486.3,29.08,9.05,1.582,1.43e-183
SMIM15,ENSG00000188725.7,44.019,17.14,1.311,2.7499999999999997e-90
FAM26F,ENSG00000188820.12,10.95,4.54,1.109,1.9499999999999997e-46
FAM111B,ENSG00000189057.10,6.97,0.27,2.65,4.85e-186
HN1,ENSG00000189159.15,178.02,23.769,2.853,2.04e-284
S100A14,ENSG00000189334.8,241.821,23.429,3.313,1.49e-135
SERPINA3,ENSG00000196136.16,146.29,69.189,1.069,1.8e-13
ZNF681,ENSG00000196172.9,2.3,0.64,1.009,9.480000000000001e-79
GREB1,ENSG00000196208.13,16.939,7.63,1.056,5.27e-09
TUBB,ENSG00000196230.12,483.743,215.851,1.161,5.69e-147
EVL,ENSG00000196405.12,181.006,79.66,1.174,8.87e-32
SPTSSB,ENSG00000196542.8,6.0,1.69,1.38,2.94e-30
MYO6,ENSG00000196586.13,52.639,21.259,1.269,8.75e-63
MMP1,ENSG00000196611.4,3.73,0.06,2.158,1.9e-77
TTC30B,ENSG00000196659.9,5.44,2.2,1.009,1.21e-74
TLR7,ENSG00000196664.4,1.96,0.43,1.05,1.09e-47
HSH2D,ENSG00000196684.12,9.24,1.83,1.855,1.31e-83
HLA-DQA1,ENSG00000196735.11,76.792,32.11,1.232,8.28e-36
HIST1H2AI,ENSG00000196747.4,1.86,0.0,1.516,5.96e-79
ZNF239,ENSG00000196793.13,8.18,3.4,1.061,5.520000000000001e-79
HIST1H2AD,ENSG00000196866.2,2.87,0.24,1.642,1.6199999999999999e-55
ZNF252P,ENSG00000196922.10,14.75,6.66,1.04,3.93e-45
LAGE3,ENSG00000196976.6,59.808,16.27,1.816,1.63e-200
HIST1H4J,ENSG00000197238.4,14.18,3.46,1.767,1e-93
SERPINA1,ENSG00000197249.12,55.83,26.5,1.047,1.77e-16
GATA3-AS1,ENSG00000197308.8,4.39,1.35,1.198,3.08e-17
HIST1H3D,ENSG00000197409.7,3.25,0.34,1.665,2.2400000000000002e-58
HNRNPAB,ENSG00000197451.10,149.966,71.031,1.068,1.15e-188
ZNF695,ENSG00000197472.14,1.51,0.16,1.114,2.12e-87
SLC2A10,ENSG00000197496.5,28.401,11.76,1.204,3.1899999999999997e-40
OCLN,ENSG00000197822.10,19.22,5.53,1.631,1.6e-90
HIST1H2BK,ENSG00000197903.7,131.954,31.471,2.034,4.44e-116
MRPL42,ENSG00000198015.12,45.641,21.459,1.054,1.7599999999999998e-119
ENTPD7,ENSG00000198018.6,5.7,1.41,1.475,1.72e-122
FCGR1B,ENSG00000198019.12,3.55,1.21,1.042,9.6e-79
MB,ENSG00000198125.12,30.99,8.4,1.767,1.5299999999999999e-83
TMEM229B,ENSG00000198133.8,6.01,2.11,1.173,1.5199999999999999e-61
SLC29A3,ENSG00000198246.7,12.85,5.83,1.02,2.49e-90
HYLS1,ENSG00000198331.10,6.8,2.41,1.194,4.0800000000000004e-144
ZNF28,ENSG00000198538.10,13.73,4.95,1.308,3.9200000000000003e-118
WDHD1,ENSG00000198554.11,5.09,1.67,1.19,1.85e-135
LRBA,ENSG00000198589.10,41.729,16.9,1.255,1.08e-76
PPIAP22,ENSG00000198618.5,307.682,64.569,2.235,8.26e-258
PAX9,ENSG00000198807.12,2.7,0.41,1.392,2.62e-66
PRC1,ENSG00000198901.13,37.569,6.82,2.302,2.67e-183
RNU4-1,ENSG00000200795.1,6.75,0.0,2.954,1.93e-17
FAM83H-AS1,ENSG00000203499.10,25.74,4.53,2.274,2.06e-213
FCGR3A,ENSG00000203747.9,45.069,13.85,1.633,2.59e-93
PPAPDC1A,ENSG00000203805.10,7.33,0.1,2.921,7.18e-176
HIST2H2AA3,ENSG00000203812.2,79.34,22.55,1.77,4.88e-51
TMEM57,ENSG00000204178.9,20.01,9.19,1.044,2.7099999999999996e-119
TCEA3,ENSG00000204219.9,60.69,24.81,1.257,7.59e-66
HNRNPCP2,ENSG00000204253.4,15.21,2.14,2.368,1.6600000000000001e-251
FKBPL,ENSG00000204315.3,9.67,4.28,1.015,1.3999999999999999e-168
SLC44A4,ENSG00000204385.10,59.9,6.15,3.09,1.52e-62
NEU1,ENSG00000204386.10,62.961,29.611,1.063,6.6e-133
HSPA1B,ENSG00000204388.6,185.374,86.043,1.098,9.65e-62
HSPA1A,ENSG00000204389.9,246.765,110.376,1.154,1.19e-40
